Number,Brand,Product,Vendor API Game Name,Vendor Game Name,Game Type,Sub Game Type,Min Limit,Max Limit,Vendor API Product Name,Vendor Bet Type,BetType,Sub Bet Type,Payout (Decimal Odd),Min Bet,Max Bet,Decks of Card,Margin,Time (Sec),Note for Mark
4528,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 1,Straight 1,Straight (29/59/89/119),Straight (1),90.00,50,400,N/A,,30,
4529,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 2,Straight 2,Straight (29/59/89/119),Straight (2),90.00,50,400,N/A,,30,
4530,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 3,Straight 3,Straight (29/59/89/119),Straight (3),90.00,50,400,N/A,,30,
4531,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 4,Straight 4,Straight (29/59/89/119),Straight (4),90.00,50,400,N/A,,30,
4532,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 5,Straight 5,Straight (29/59/89/119),Straight (5),90.00,50,400,N/A,,30,
4533,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 6,Straight 6,Straight (29/59/89/119),Straight (6),90.00,50,400,N/A,,30,
4534,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 7,Straight 7,Straight (29/59/89/119),Straight (7),90.00,50,400,N/A,,30,
4535,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 8,Straight 8,Straight (29/59/89/119),Straight (8),90.00,50,400,N/A,,30,
4536,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 9,Straight 9,Straight (29/59/89/119),Straight (9),90.00,50,400,N/A,,30,
4537,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 10,Straight 10,Straight (29/59/89/119),Straight (10),90.00,50,400,N/A,,30,
4538,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 11,Straight 11,Straight (29/59/89/119),Straight (11),90.00,50,400,N/A,,30,
4539,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 12,Straight 12,Straight (29/59/89/119),Straight (12),90.00,50,400,N/A,,30,
4540,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 13,Straight 13,Straight (29/59/89/119),Straight (13),90.00,50,400,N/A,,30,
4541,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 14,Straight 14,Straight (29/59/89/119),Straight (14),90.00,50,400,N/A,,30,
4542,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 15,Straight 15,Straight (29/59/89/119),Straight (15),90.00,50,400,N/A,,30,
4543,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 16,Straight 16,Straight (29/59/89/119),Straight (16),90.00,50,400,N/A,,30,
4544,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 17,Straight 17,Straight (29/59/89/119),Straight (17),90.00,50,400,N/A,,30,
4545,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 18,Straight 18,Straight (29/59/89/119),Straight (18),90.00,50,400,N/A,,30,
4546,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 19,Straight 19,Straight (29/59/89/119),Straight (19),90.00,50,400,N/A,,30,
4547,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 20,Straight 20,Straight (29/59/89/119),Straight (20),90.00,50,400,N/A,,30,
4548,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 21,Straight 21,Straight (29/59/89/119),Straight (21),90.00,50,400,N/A,,30,
4549,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 22,Straight 22,Straight (29/59/89/119),Straight (22),90.00,50,400,N/A,,30,
4550,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 23,Straight 23,Straight (29/59/89/119),Straight (23),90.00,50,400,N/A,,30,
4551,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 24,Straight 24,Straight (29/59/89/119),Straight (24),90.00,50,400,N/A,,30,
4552,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 25,Straight 25,Straight (29/59/89/119),Straight (25),90.00,50,400,N/A,,30,
4553,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 26,Straight 26,Straight (29/59/89/119),Straight (26),90.00,50,400,N/A,,30,
4554,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 27,Straight 27,Straight (29/59/89/119),Straight (27),90.00,50,400,N/A,,30,
4555,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 28,Straight 28,Straight (29/59/89/119),Straight (28),90.00,50,400,N/A,,30,
4556,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 29,Straight 29,Straight (29/59/89/119),Straight (29),90.00,50,400,N/A,,30,
4557,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 30,Straight 30,Straight (29/59/89/119),Straight (30),90.00,50,400,N/A,,30,
4558,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 31,Straight 31,Straight (29/59/89/119),Straight (31),90.00,50,400,N/A,,30,
4559,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 32,Straight 32,Straight (29/59/89/119),Straight (32),90.00,50,400,N/A,,30,
4560,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 33,Straight 33,Straight (29/59/89/119),Straight (33),90.00,50,400,N/A,,30,
4561,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 34,Straight 34,Straight (29/59/89/119),Straight (34),90.00,50,400,N/A,,30,
4562,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 35,Straight 35,Straight (29/59/89/119),Straight (35),90.00,50,400,N/A,,30,
4563,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 36,Straight 36,Straight (29/59/89/119),Straight (36),90.00,50,400,N/A,,30,
4564,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 0,Straight 0,Straight (29/59/89/119),Straight (0),120.00,50,400,N/A,,30,
4565,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 1,Straight 1,Straight (29/59/89/119),Straight (1),120.00,50,400,N/A,,30,
4566,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 2,Straight 2,Straight (29/59/89/119),Straight (2),120.00,50,400,N/A,,30,
4567,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 3,Straight 3,Straight (29/59/89/119),Straight (3),120.00,50,400,N/A,,30,
4568,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 4,Straight 4,Straight (29/59/89/119),Straight (4),120.00,50,400,N/A,,30,
4569,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 5,Straight 5,Straight (29/59/89/119),Straight (5),120.00,50,400,N/A,,30,
4570,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 6,Straight 6,Straight (29/59/89/119),Straight (6),120.00,50,400,N/A,,30,
4571,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 7,Straight 7,Straight (29/59/89/119),Straight (7),120.00,50,400,N/A,,30,
4572,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 8,Straight 8,Straight (29/59/89/119),Straight (8),120.00,50,400,N/A,,30,
4573,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 9,Straight 9,Straight (29/59/89/119),Straight (9),120.00,50,400,N/A,,30,
4574,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 10,Straight 10,Straight (29/59/89/119),Straight (10),120.00,50,400,N/A,,30,
4575,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 11,Straight 11,Straight (29/59/89/119),Straight (11),120.00,50,400,N/A,,30,
4576,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 12,Straight 12,Straight (29/59/89/119),Straight (12),120.00,50,400,N/A,,30,
4577,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 13,Straight 13,Straight (29/59/89/119),Straight (13),120.00,50,400,N/A,,30,
4578,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 14,Straight 14,Straight (29/59/89/119),Straight (14),120.00,50,400,N/A,,30,
4579,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 15,Straight 15,Straight (29/59/89/119),Straight (15),120.00,50,400,N/A,,30,
4580,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 16,Straight 16,Straight (29/59/89/119),Straight (16),120.00,50,400,N/A,,30,
4581,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 17,Straight 17,Straight (29/59/89/119),Straight (17),120.00,50,400,N/A,,30,
4582,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 18,Straight 18,Straight (29/59/89/119),Straight (18),120.00,50,400,N/A,,30,
4583,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 19,Straight 19,Straight (29/59/89/119),Straight (19),120.00,50,400,N/A,,30,
4584,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 20,Straight 20,Straight (29/59/89/119),Straight (20),120.00,50,400,N/A,,30,
4585,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 21,Straight 21,Straight (29/59/89/119),Straight (21),120.00,50,400,N/A,,30,
4586,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 22,Straight 22,Straight (29/59/89/119),Straight (22),120.00,50,400,N/A,,30,
4587,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 23,Straight 23,Straight (29/59/89/119),Straight (23),120.00,50,400,N/A,,30,
4588,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 24,Straight 24,Straight (29/59/89/119),Straight (24),120.00,50,400,N/A,,30,
4589,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 25,Straight 25,Straight (29/59/89/119),Straight (25),120.00,50,400,N/A,,30,
4590,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 26,Straight 26,Straight (29/59/89/119),Straight (26),120.00,50,400,N/A,,30,
4591,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 27,Straight 27,Straight (29/59/89/119),Straight (27),120.00,50,400,N/A,,30,
4592,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 28,Straight 28,Straight (29/59/89/119),Straight (28),120.00,50,400,N/A,,30,
4593,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 29,Straight 29,Straight (29/59/89/119),Straight (29),120.00,50,400,N/A,,30,
4594,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 30,Straight 30,Straight (29/59/89/119),Straight (30),120.00,50,400,N/A,,30,
4595,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 31,Straight 31,Straight (29/59/89/119),Straight (31),120.00,50,400,N/A,,30,
4596,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 32,Straight 32,Straight (29/59/89/119),Straight (32),120.00,50,400,N/A,,30,
4597,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 33,Straight 33,Straight (29/59/89/119),Straight (33),120.00,50,400,N/A,,30,
4598,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 34,Straight 34,Straight (29/59/89/119),Straight (34),120.00,50,400,N/A,,30,
4599,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 35,Straight 35,Straight (29/59/89/119),Straight (35),120.00,50,400,N/A,,30,
4600,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Straight 36,Straight 36,Straight (29/59/89/119),Straight (36),120.00,50,400,N/A,,30,
4601,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (0,1)",Split (0 1),Split,"Split (0,1)",18,50,800,N/A,,30,
4602,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (0,2)",Split (0 2),Split,"Split (0,2)",18,50,800,N/A,,30,
4603,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (0,3)",Split (0 3),Split,"Split (0,3)",18,50,800,N/A,,30,
4604,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (1,,2)",Split (1  2),Split,"Split (1,2)",18,50,800,N/A,,30,
4605,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (1,4)",Split (1 4),Split,"Split (1,4)",18,50,800,N/A,,30,
4606,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (2,3)",Split (2 3),Split,"Split (2,3)",18,50,800,N/A,,30,
4607,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (2,5)",Split (2 5),Split,"Split (2,5)",18,50,800,N/A,,30,
4608,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (3,6)",Split (3 6),Split,"Split (3,6)",18,50,800,N/A,,30,
4609,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (4,5)",Split (4 5),Split,"Split (4,5)",18,50,800,N/A,,30,
4610,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (4,7)",Split (4 7),Split,"Split (4,7)",18,50,800,N/A,,30,
4611,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (5,6)",Split (5 6),Split,"Split (5,6)",18,50,800,N/A,,30,
4612,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (5,8)",Split (5 8),Split,"Split (5,8)",18,50,800,N/A,,30,
4613,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (6,9)",Split (6 9),Split,"Split (6,9)",18,50,800,N/A,,30,
4614,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (7,8)",Split (7 8),Split,"Split (7,8)",18,50,800,N/A,,30,
4615,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (7,10)",Split (7 10),Split,"Split (7,10)",18,50,800,N/A,,30,
4616,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (8,9)",Split (8 9),Split,"Split (8,9)",18,50,800,N/A,,30,
4617,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (8,11)",Split (8 11),Split,"Split (8,11)",18,50,800,N/A,,30,
4618,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (9,12)",Split (9 12),Split,"Split (9,12)",18,50,800,N/A,,30,
4619,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (10,11)",Split (10 11),Split,"Split (10,11)",18,50,800,N/A,,30,
4620,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (12,13)",Split (12 13),Split,"Split (10,13)",18,50,800,N/A,,30,
4621,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (11,12)",Split (11 12),Split,"Split (11,12)",18,50,800,N/A,,30,
4622,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (11,14)",Split (11 14),Split,"Split (11,14)",18,50,800,N/A,,30,
4623,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (12,15)",Split (12 15),Split,"Split (12,15)",18,50,800,N/A,,30,
4624,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (13,14)",Split (13 14),Split,"Split (13,14)",18,50,800,N/A,,30,
4625,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (13,16)",Split (13 16),Split,"Split (13,16)",18,50,800,N/A,,30,
4626,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (14,15)",Split (14 15),Split,"Split (14,15)",18,50,800,N/A,,30,
4627,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (14,17)",Split (14 17),Split,"Split (14,17)",18,50,800,N/A,,30,
4628,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (15,18)",Split (15 18),Split,"Split (15,18)",18,50,800,N/A,,30,
4629,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (16,17)",Split (16 17),Split,"Split (16,17)",18,50,800,N/A,,30,
4630,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (16,19)",Split (16 19),Split,"Split (16,19)",18,50,800,N/A,,30,
4631,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (17,18)",Split (17 18),Split,"Split (17,18)",18,50,800,N/A,,30,
4632,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (17,20)",Split (17 20),Split,"Split (17,20)",18,50,800,N/A,,30,
4633,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (18,21)",Split (18 21),Split,"Split (18,21)",18,50,800,N/A,,30,
4634,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (19,20)",Split (19 20),Split,"Split (19,20)",18,50,800,N/A,,30,
4635,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (19,22)",Split (19 22),Split,"Split (19,22)",18,50,800,N/A,,30,
4636,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (20,21)",Split (20 21),Split,"Split (20,21)",18,50,800,N/A,,30,
4637,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (20,23)",Split (20 23),Split,"Split (20,23)",18,50,800,N/A,,30,
4638,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (21,24)",Split (21 24),Split,"Split (21,24)",18,50,800,N/A,,30,
4639,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (22,23)",Split (22 23),Split,"Split (22,23)",18,50,800,N/A,,30,
4640,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (22,25)",Split (22 25),Split,"Split (22,25)",18,50,800,N/A,,30,
4641,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (23,24)",Split (23 24),Split,"Split (23,24)",18,50,800,N/A,,30,
4642,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (23,26)",Split (23 26),Split,"Split (23,26)",18,50,800,N/A,,30,
4643,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (24,27)",Split (24 27),Split,"Split (24,27)",18,50,800,N/A,,30,
4644,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (25,26)",Split (25 26),Split,"Split (25,26)",18,50,800,N/A,,30,
4645,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (25,28)",Split (25 28),Split,"Split (25,28)",18,50,800,N/A,,30,
4646,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (26,27)",Split (26 27),Split,"Split (26,27)",18,50,800,N/A,,30,
4647,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (26,29)",Split (26 29),Split,"Split (26,29)",18,50,800,N/A,,30,
4648,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (27,30)",Split (27 30),Split,"Split (27,30)",18,50,800,N/A,,30,
4649,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (28,29)",Split (28 29),Split,"Split (28,29)",18,50,800,N/A,,30,
4650,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (28,31)",Split (28 31),Split,"Split (28,31)",18,50,800,N/A,,30,
4651,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (29,30)",Split (29 30),Split,"Split (29,30)",18,50,800,N/A,,30,
4652,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (29,32)",Split (29 32),Split,"Split (29,32)",18,50,800,N/A,,30,
4653,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (30,33)",Split (30 33),Split,"Split (30,33)",18,50,800,N/A,,30,
4654,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (31,32)",Split (31 32),Split,"Split (31,32)",18,50,800,N/A,,30,
4655,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (31,34)",Split (31 34),Split,"Split (31,34)",18,50,800,N/A,,30,
4656,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (32,33)",Split (32 33),Split,"Split (32,33)",18,50,800,N/A,,30,
4657,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (32,35)",Split (32 35),Split,"Split (32,35)",18,50,800,N/A,,30,
4658,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (33,36)",Split (33 36),Split,"Split (33,36)",18,50,800,N/A,,30,
4659,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (34,35)",Split (34 35),Split,"Split (34,35)",18,50,800,N/A,,30,
4660,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Split (35,36)",Split (35 36),Split,"Split (35,36)",18,50,800,N/A,,30,
4661,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Trio (0,1,2)",Trio (0 1 2),Street/Trio,"Trio (0,1,2)",12,50,1200,N/A,,30,
4662,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Trio (0,2,3)",Trio (0 2 3),Street/Trio,"Trio (0,2,3)",12,50,1200,N/A,,30,
4663,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (1,2,3)",Street (1 2 3),Street/Trio,"Street (1,2,3)",12,50,1200,N/A,,30,
4664,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (4,5,6)",Street (4 5 6),Street/Trio,"Street (4,5,6)",12,50,1200,N/A,,30,
4665,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (7,8,9)",Street (7 8 9),Street/Trio,"Street (7,8,9)",12,50,1200,N/A,,30,
4666,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (10,11,12)",Street (10 11 12),Street/Trio,"Street (10,11,12)",12,50,1200,N/A,,30,
4667,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (13,14,15)",Street (13 14 15),Street/Trio,"Street (13,14,15)",12,50,1200,N/A,,30,
4668,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (16,17,18)",Street (16 17 18),Street/Trio,"Street (16,17,18)",12,50,1200,N/A,,30,
4669,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (19,20,21)",Street (19 20 21),Street/Trio,"Street (19,20,21)",12,50,1200,N/A,,30,
4670,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (22,23,24)",Street (22 23 24),Street/Trio,"Street (22,23,24)",12,50,1200,N/A,,30,
4671,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (25,26,27)",Street (25 26 27),Street/Trio,"Street (25,26,27)",12,50,1200,N/A,,30,
4672,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (28,29,30)",Street (28 29 30),Street/Trio,"Street (28,29,30)",12,50,1200,N/A,,30,
4673,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (31,32,33)",Street (31 32 33),Street/Trio,"Street (31,32,33)",12,50,1200,N/A,,30,
4674,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Street (34,35,36)",Street (34 35 36),Street/Trio,"Street (34,35,36)",12,50,1200,N/A,,30,
4675,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Four,Four,Corner,"Four (0,1,2,3)",9,50,1600,N/A,,30,
4676,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (1,2,4,5)",Corner (1 2 4 5),Corner,"Corner (1,2,4,5)",9,50,1600,N/A,,30,
4677,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (2,3,5,6)",Corner (2 3 5 6),Corner,"Corner (2,3,5,6)",9,50,1600,N/A,,30,
4678,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (4,5,7,8)",Corner (4 5 7 8),Corner,"Corner (4,5,7,8)",9,50,1600,N/A,,30,
4679,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (5,6,8,9)",Corner (5 6 8 9),Corner,"Corner (5,6,8,9)",9,50,1600,N/A,,30,
4680,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (7,8,10,11)",Corner (7 8 10 11),Corner,"Corner (7,8,10,11)",9,50,1600,N/A,,30,
4681,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (8,9,11,12)",Corner (8 9 11 12),Corner,"Corner (8,9,11,12)",9,50,1600,N/A,,30,
4682,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (10,11,13,14)",Corner (10 11 13 14),Corner,"Corner (10,11,13,14)",9,50,1600,N/A,,30,
4683,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (11,12,14,15)",Corner (11 12 14 15),Corner,"Corner (11,12,14,15)",9,50,1600,N/A,,30,
4684,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (13,14,16,17)",Corner (13 14 16 17),Corner,"Corner (13,14,16,17)",9,50,1600,N/A,,30,
4685,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (14,15,17,18)",Corner (14 15 17 18),Corner,"Corner (14,15,17,18)",9,50,1600,N/A,,30,
4686,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (16,17,19,20)",Corner (16 17 19 20),Corner,"Corner (16,17,19,20)",9,50,1600,N/A,,30,
4687,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (17,18,20,21)",Corner (17 18 20 21),Corner,"Corner (17,18,20,21)",9,50,1600,N/A,,30,
4688,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (19,20,22,23)",Corner (19 20 22 23),Corner,"Corner (19,20,22,23)",9,50,1600,N/A,,30,
4689,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (20,21,23,24)",Corner (20 21 23 24),Corner,"Corner (20,21,23,24)",9,50,1600,N/A,,30,
4690,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (22,23,25,26)",Corner (22 23 25 26),Corner,"Corner (22,23,25,26)",9,50,1600,N/A,,30,
4691,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (23,24,26,27)",Corner (23 24 26 27),Corner,"Corner (23,24,26,27)",9,50,1600,N/A,,30,
4692,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (25,26,28,29)",Corner (25 26 28 29),Corner,"Corner (25,26,28,29)",9,50,1600,N/A,,30,
4693,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (26,27,29,30)",Corner (26 27 29 30),Corner,"Corner (26,27,29,30)",9,50,1600,N/A,,30,
4694,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (28,29,31,32)",Corner (28 29 31 32),Corner,"Corner (28,29,31,32)",9,50,1600,N/A,,30,
